0.83335,0.8332,0.8334,0.8332,-1
0.8332,0.8332,0.8332,0.83315,-1
0.8332,0.8332,0.8332,0.8332,-1
0.8332,0.8332,0.8332,0.8332,-1
0.8332,0.8332,0.8332,0.8332,-1
0.8332,0.8332,0.8332,0.83315,-1
0.8332,0.8332,0.8332,0.8332,-1
0.8332,0.83305,0.8332,0.83305,-1
0.83305,0.83305,0.8331,0.83295,-1
0.83305,0.8331,0.8331,0.83305,-1
0.8331,0.8331,0.8331,0.8331,-1
0.8331,0.8331,0.8331,0.8331,-1
0.8331,0.8331,0.83315,0.83305,-1
0.8331,0.8331,0.8331,0.8331,-1
0.8331,0.83305,0.8331,0.83305,-1
0.83305,0.83305,0.8331,0.833,-1
0.83305,0.83305,0.83305,0.83305,-1
0.83305,0.833,0.83305,0.833,-1
0.833,0.83305,0.83305,0.833,-1
0.83305,0.8331,0.8331,0.83305,-1
0.8331,0.8331,0.8331,0.8331,-1
0.8331,0.8331,0.8331,0.8331,-1
0.8331,0.8329,0.8331,0.83285,-1
0.8329,0.83285,0.8329,0.83285,-1
0.83285,0.8329,0.83295,0.83285,-1
0.8329,0.8329,0.83295,0.8329,-1
0.8329,0.8329,0.8329,0.8329,-1
0.8329,0.8329,0.8329,0.8329,-1
0.8329,0.8329,0.8329,0.8329,-1
0.8329,0.8329,0.8329,0.8329,-1
0.8329,0.8329,0.8329,0.8329,-1
0.8329,0.8329,0.8329,0.8329,-1
0.8329,0.8329,0.8329,0.8329,-1
0.8329,0.8329,0.8329,0.8329,-1
0.8329,0.83295,0.83295,0.83285,-1
0.83295,0.83295,0.833,0.83295,-1
0.83295,0.83295,0.83295,0.83295,-1
0.83295,0.83295,0.83295,0.83295,-1
0.83295,0.83295,0.833,0.83295,-1
0.83295,0.8329,0.83295,0.8329,-1
0.8329,0.8329,0.83295,0.8329,-1
0.8329,0.8329,0.83295,0.8329,-1
0.8329,0.8329,0.83295,0.8329,-1
0.8329,0.833,0.833,0.8329,-1
0.833,0.8329,0.833,0.83285,-1
0.8329,0.83275,0.83305,0.83265,-1
0.83275,0.83275,0.83275,0.8326,-1
0.83275,0.83285,0.83285,0.8326,-1
0.83285,0.83275,0.83285,0.8327,-1
0.83275,0.83275,0.83275,0.8327,-1
0.83275,0.8328,0.8328,0.83275,-1
0.8328,0.83285,0.83285,0.8328,-1
0.83285,0.8328,0.83285,0.8328,-1
0.8328,0.83275,0.8328,0.83275,-1
0.83275,0.83275,0.83275,0.83275,-1
0.83275,0.83285,0.83285,0.83275,-1
0.83285,0.8327,0.83285,0.8327,-1
0.8327,0.83275,0.83275,0.8327,-1
0.83275,0.8328,0.8328,0.8327,-1
0.8328,0.8328,0.83285,0.8328,-1
0.8328,0.83275,0.83285,0.83275,-1
0.83275,0.83275,0.83275,0.8327,-1
0.83275,0.8327,0.83275,0.8327,-1
0.8327,0.8327,0.83275,0.8327,-1
0.8327,0.83275,0.83275,0.8327,-1
0.83275,0.8327,0.83275,0.8327,-1
0.8327,0.83275,0.83275,0.8327,-1
0.83275,0.8327,0.83275,0.8327,-1
0.8327,0.8327,0.8327,0.83265,-1
0.8327,0.8327,0.8327,0.8327,-1
0.8327,0.83265,0.8327,0.8326,-1
0.83265,0.83265,0.83265,0.83255,-1
0.83265,0.8327,0.8327,0.8326,-1
0.8327,0.8326,0.8327,0.8326,-1
0.8326,0.8327,0.8327,0.8326,-1
0.8327,0.8327,0.83275,0.83265,-1
0.8327,0.8326,0.8327,0.8326,-1
0.8326,0.8326,0.83265,0.8326,-1
0.8326,0.8326,0.8326,0.83255,-1
0.8326,0.8326,0.8326,0.8326,-1
0.8326,0.8326,0.83265,0.83255,-1
0.8326,0.83265,0.8327,0.8326,-1
0.83265,0.8326,0.83265,0.8326,-1
0.8326,0.83265,0.83265,0.8326,-1
0.83265,0.83265,0.8327,0.8326,-1
0.83265,0.8326,0.83265,0.83255,-1
0.8326,0.8326,0.83265,0.8326,-1
0.8326,0.83265,0.83265,0.8326,-1
0.83265,0.83265,0.8327,0.8326,-1
0.83265,0.83255,0.83265,0.83255,-1
0.83255,0.8326,0.83265,0.83255,-1
0.8326,0.8326,0.83265,0.8326,-1
0.8326,0.83265,0.83265,0.8326,-1
